Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile
B10 0AA,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AB,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AD,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AE,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AH,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AL,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0AP,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AR,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AS,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AT,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AU,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AW,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0AX,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0AY,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0BA,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BB,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BD,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BE,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BG,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BH,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BJ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BL,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BN,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0BP,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BS,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BT,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BU,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BW,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BX,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BY,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0BZ,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0DB,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0DD,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0DE,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0DF,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0DG,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0DL,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0DN,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0DP,Live,E01009363,Birmingham 071B E01009363,604,1
B10 0DQ,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0DR,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B10 0DS,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B10 0DT,Terminated,E01009339,Birmingham 140A E01009339,1800,1
B10 0DU,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B10 0DX,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0DY,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0DZ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0EA,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0EB,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0ED,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0EE,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0EF,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0EG,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EH,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EJ,Terminated,E01009339,Birmingham 140A E01009339,1800,1
B10 0EL,Terminated,E01009339,Birmingham 140A E01009339,1800,1
B10 0EN,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EP,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EQ,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0ER,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0ES,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0ET,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0EU,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EW,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EX,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0EZ,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0HA,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0HB,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0HD,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B10 0HE,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0HF,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0HG,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0HH,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 0HJ,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0HL,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0HN,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0HP,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0HQ,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0HR,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0HT,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0HU,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0HW,Terminated,E01009338,Birmingham 070D E01009338,1853,1
B10 0HX,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0HY,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0HZ,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0JA,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JB,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JD,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JE,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JF,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JG,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0JH,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JJ,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JL,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0JN,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0JP,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0JQ,Live,E01009338,Birmingham 070D E01009338,1853,1
B10 0JR,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0JS,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0JT,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0JU,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0JW,Terminated,E01009337,Birmingham 070C E01009337,2704,1
B10 0JX,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0JY,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0JZ,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0LA,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0LB,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0LD,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0LE,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0LF,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0LG,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0LH,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0LJ,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0LL,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0LN,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 0LP,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0LQ,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0LR,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0LT,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 0NA,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0NB,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0ND,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NE,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0NJ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NL,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NN,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NP,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NQ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0NR,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NS,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0NW,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0NY,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0NZ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PA,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0PB,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PD,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PG,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PJ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PL,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PP,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PQ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0PR,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QA,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QB,Terminated,E01009363,Birmingham 071B E01009363,604,1
B10 0QD,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0QF,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0QG,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0QH,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QJ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QL,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0QP,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QQ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QR,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0QS,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0QT,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0RA,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0RF,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0RG,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0RH,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0RJ,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0RL,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0RN,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0RP,Terminated,E01009364,Birmingham 071C E01009364,441,1
B10 0RR,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0RS,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0RT,Terminated,E01009364,Birmingham 071C E01009364,441,1
B10 0RU,Live,E01009364,Birmingham 071C E01009364,441,1
B10 0RX,Live,E01009200,Birmingham 139A E01009200,1571,1
B10 0SA,Live,E01009200,Birmingham 139A E01009200,1571,1
B10 0SB,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0SE,Live,E01009200,Birmingham 139A E01009200,1571,1
B10 0SH,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0SJ,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0SL,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0SN,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0SP,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0SR,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0SS,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0ST,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0SU,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0SW,Live,E01009379,Birmingham 071E E01009379,70,1
B10 0SX,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TA,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TB,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TD,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TE,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0TF,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0TG,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TH,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TJ,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TL,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TN,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TP,Live,E01009380,Birmingham 070E E01009380,1691,1
B10 0TQ,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0TR,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0TS,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0TT,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 0TU,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 0TW,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0TX,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 0TY,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 0TZ,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 0UA,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 0UB,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0UD,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0UE,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0UF,Live,E01009332,Birmingham 139E E01009332,894,1
B10 0UG,Live,E01009332,Birmingham 139E E01009332,894,1
B10 0UH,Live,E01009198,Birmingham 058D E01009198,1760,1
B10 0UJ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0UN,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0UP,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0UQ,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0UR,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 0US,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0UT,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 0UU,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 0UW,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0UX,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 0UZ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0XA,Live,E01009332,Birmingham 139E E01009332,894,1
B10 0XB,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 0XD,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0XE,Live,E01009332,Birmingham 139E E01009332,894,1
B10 0XF,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0XH,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0XJ,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 0XP,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0XQ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0XR,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0XT,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0XZ,Terminated,E01009379,Birmingham 071E E01009379,70,1
B10 0YA,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0YR,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 0ZH,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9AA,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AB,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AD,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9AE,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AF,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AG,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AH,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9AJ,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9AL,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AN,Live,E01009344,Birmingham 139H E01009344,1234,1
B10 9AP,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9AQ,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AR,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9AS,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9AT,Terminated,E01009328,Birmingham 139C E01009328,2253,1
B10 9AU,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9AW,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 9AX,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9AY,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9AZ,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9BA,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9BB,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9BD,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9BE,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9BG,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BH,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BJ,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BL,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BN,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BP,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BQ,Live,E01009342,Birmingham 063D E01009342,2386,1
B10 9BS,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9BT,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9BU,Live,E01009343,Birmingham 063E E01009343,2304,1
B10 9BW,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9BX,Live,E01009343,Birmingham 063E E01009343,2304,1
B10 9BZ,Terminated,E01009327,Birmingham 139B E01009327,2792,1
B10 9DA,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9DB,Terminated,E01009334,Birmingham 070B E01009334,3096,1
B10 9DD,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9DE,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DF,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DG,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9DH,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DJ,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DL,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9DN,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DP,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 9DQ,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 9DR,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DS,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DT,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9DU,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9DW,Live,E01009337,Birmingham 070C E01009337,2704,1
B10 9DX,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9DY,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9DZ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9EA,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9EB,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9ED,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9EH,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EJ,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9EL,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EN,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EP,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EQ,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9ER,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9ES,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9ET,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EU,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9EW,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 9EX,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9EY,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9EZ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9HA,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9HB,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9HD,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9HE,Terminated,E01009334,Birmingham 070B E01009334,3096,1
B10 9HF,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9HG,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9HH,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HJ,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HL,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HN,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HP,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HR,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9HT,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9HU,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9HX,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9HY,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9HZ,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9JA,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9JB,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9JD,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9JE,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JF,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JG,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JH,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JL,Terminated,E01009325,Birmingham 063A E01009325,2225,1
B10 9JP,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JQ,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JS,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9JT,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9JU,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9JW,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9JX,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9JY,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9JZ,Terminated,E01009325,Birmingham 063A E01009325,2225,1
B10 9LA,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LB,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LD,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LE,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9LG,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LH,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LJ,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9LL,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9LN,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9LP,Live,E01009325,Birmingham 063A E01009325,2225,1
B10 9LQ,Terminated,E01009326,Birmingham 066D E01009326,3244,1
B10 9LR,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LS,Live,E01009326,Birmingham 066D E01009326,3244,1
B10 9LW,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9LZ,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9NA,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9NB,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9ND,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9NE,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9NG,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9NH,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9NJ,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9NL,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9NN,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9NP,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9NQ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9NR,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9NS,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9NT,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9NU,Terminated,E01009328,Birmingham 139C E01009328,2253,1
B10 9NW,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9NX,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9NY,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9PA,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PB,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9PD,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9PE,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9PF,Live,E01009343,Birmingham 063E E01009343,2304,1
B10 9PG,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9PH,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9PJ,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9PL,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9PN,Live,E01009327,Birmingham 139B E01009327,2792,1
B10 9PP,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PR,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PS,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PT,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PU,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9PW,Live,E01009331,Birmingham 139D E01009331,3094,1
B10 9PX,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9PY,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9PZ,Live,E01009328,Birmingham 139C E01009328,2253,1
B10 9QA,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9QB,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 9QD,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9QE,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QF,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QJ,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QL,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QN,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QP,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QQ,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 9QR,Live,E01009344,Birmingham 139H E01009344,1234,1
B10 9QS,Live,E01009344,Birmingham 139H E01009344,1234,1
B10 9QT,Live,E01009344,Birmingham 139H E01009344,1234,1
B10 9QX,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QY,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9QZ,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RA,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9RB,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9RD,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9RE,Live,E01009334,Birmingham 070B E01009334,3096,1
B10 9RF,Live,E01009334,Birmingham 070B E01009334,3096,1
