Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile
B10 9RG,Terminated,E01009335,Birmingham 139G E01009335,2779,1
B10 9RH,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 9RJ,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RN,Terminated,E01009380,Birmingham 070E E01009380,1691,1
B10 9RP,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RR,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RS,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RU,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 9RW,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RX,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9RY,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9SA,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9SH,Terminated,E01009332,Birmingham 139E E01009332,894,1
B10 9SJ,Live,E01009344,Birmingham 139H E01009344,1234,1
B10 9SL,Live,E01009332,Birmingham 139E E01009332,894,1
B10 9SN,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9SP,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9SS,Terminated,E01009329,Birmingham 070A E01009329,2067,1
B10 9ST,Live,E01009329,Birmingham 070A E01009329,2067,1
B10 9TA,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9TB,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9TD,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9TE,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9TF,Terminated,E01009337,Birmingham 070C E01009337,2704,1
B10 9TG,Live,E01009335,Birmingham 139G E01009335,2779,1
B10 9TH,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9TJ,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9TL,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9TQ,Live,E01033642,Birmingham 063F E01033642,3435,2
B10 9WA,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9WB,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9WD,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9WE,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9WF,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9WQ,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9WU,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9XQ,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B10 9XR,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9XU,Terminated,E01009198,Birmingham 058D E01009198,1760,1
B10 9ZF,Terminated,E01033642,Birmingham 063F E01033642,3435,2
B11 1AA,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1AB,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1AD,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1AE,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1AG,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1AH,Terminated,E01009367,Birmingham 083A E01009367,389,1
B11 1AJ,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1AL,Terminated,E01009367,Birmingham 083A E01009367,389,1
B11 1AN,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1AP,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1AQ,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1AR,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1AS,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1AT,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1AU,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1AW,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1AX,Live,E01009364,Birmingham 071C E01009364,441,1
B11 1AY,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1AZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1BA,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1BB,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1BD,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1BE,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1BG,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1BH,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1BJ,Terminated,E01033648,Birmingham 084F E01033648,1375,1
B11 1BL,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1BN,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1BP,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1BQ,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1BS,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1BT,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1BU,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1BW,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1BX,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1BY,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1DA,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1DB,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1DE,Terminated,E01009373,Birmingham 082B E01009373,1868,1
B11 1DG,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1DH,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1DJ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1DL,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1DN,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1DP,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1DQ,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1DR,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1DS,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1DT,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1DU,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1DW,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1DY,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1DZ,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1EB,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1ED,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1EE,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1EG,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1EH,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1EL,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1EN,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1EQ,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1ER,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1EU,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1EX,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1EY,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1EZ,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1HA,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HB,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HH,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HJ,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HL,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HN,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1HU,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1HW,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1HY,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1HZ,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1JA,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JB,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JD,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JE,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1JF,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1JJ,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JL,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JN,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1JP,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JQ,Terminated,E01009365,Birmingham 071D E01009365,178,1
B11 1JR,Live,E01009363,Birmingham 071B E01009363,604,1
B11 1JS,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JT,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JU,Terminated,E01009364,Birmingham 071C E01009364,441,1
B11 1JW,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1JX,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JY,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1JZ,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LA,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LB,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LD,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LE,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1LF,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LG,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1LH,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LJ,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LL,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LN,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LP,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LQ,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1LR,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LS,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LT,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1LU,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LW,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LX,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LY,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1LZ,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1NA,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NB,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1ND,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NE,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NF,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NG,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1NH,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1NJ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1NL,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1NN,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1NP,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1NQ,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1NR,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1NS,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1NT,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1NU,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NW,Live,E01009368,Birmingham 077A E01009368,687,1
B11 1NX,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NY,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1NZ,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1PA,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PB,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PD,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PE,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PF,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PG,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PH,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PJ,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PL,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1PN,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PP,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1PQ,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PR,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1PS,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1PT,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1PU,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PW,Terminated,E01033650,Birmingham 077F E01033650,1804,1
B11 1PX,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PY,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1PZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1QA,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1QB,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1QD,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1QE,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1QF,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1QG,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1QH,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1QJ,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1QL,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1QN,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1QP,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1QR,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1QS,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1QT,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1QU,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 1QW,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1QX,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1QY,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1QZ,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1RA,Terminated,E01009367,Birmingham 083A E01009367,389,1
B11 1RB,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RD,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RE,Live,E01009364,Birmingham 071C E01009364,441,1
B11 1RH,Live,E01009364,Birmingham 071C E01009364,441,1
B11 1RL,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RN,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RQ,Live,E01009364,Birmingham 071C E01009364,441,1
B11 1RR,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RS,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1RU,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1RW,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1RX,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SA,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1SB,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SD,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SE,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1SG,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SH,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SJ,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1SP,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1SR,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1SS,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1ST,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SU,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1SZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1TA,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1TB,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1TD,Live,E01009365,Birmingham 071D E01009365,178,1
B11 1TG,Live,E01033650,Birmingham 077F E01033650,1804,1
B11 1TH,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TJ,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TL,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TN,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TQ,Terminated,E01009363,Birmingham 071B E01009363,604,1
B11 1TR,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1TS,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TT,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TU,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TW,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1TX,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1TY,Live,E01009373,Birmingham 082B E01009373,1868,1
B11 1TZ,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1UA,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UB,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UD,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1UE,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1UF,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1UG,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UH,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UJ,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UL,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UN,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1UP,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1UQ,Terminated,E01009368,Birmingham 077A E01009368,687,1
B11 1UR,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1US,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UT,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1UW,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1UX,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1UY,Live,E01009372,Birmingham 082A E01009372,2255,1
B11 1WA,Terminated,E01033643,Birmingham 082F E01033643,2093,1
B11 1WB,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1WD,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 1WG,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1WQ,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 1WT,Terminated,E01009372,Birmingham 082A E01009372,2255,1
B11 1XA,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1XB,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1XD,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1XE,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1XF,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1XG,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1XH,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1XJ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XL,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XN,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XP,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XQ,Live,E01009367,Birmingham 083A E01009367,389,1
B11 1XR,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XS,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XT,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XU,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XW,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XY,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1XZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 1YA,Live,E01009371,Birmingham 077D E01009371,824,1
B11 1YB,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 1YF,Terminated,E01009367,Birmingham 083A E01009367,389,1
B11 1YZ,Terminated,E01009367,Birmingham 083A E01009367,389,1
B11 1ZB,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 1ZZ,Live,E01009377,Birmingham 083C E01009377,678,1
B11 2AA,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AB,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AD,Live,E01009340,Birmingham 140B E01009340,3411,2
B11 2AE,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2AF,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AG,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AH,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2AJ,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AL,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AN,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2AP,Live,E01008884,Birmingham 078B E01008884,3204,1
B11 2AQ,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AR,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AS,Terminated,E01008884,Birmingham 078B E01008884,3204,1
B11 2AT,Live,E01008884,Birmingham 078B E01008884,3204,1
B11 2AU,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2AW,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2AX,Live,E01008884,Birmingham 078B E01008884,3204,1
B11 2AY,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2AZ,Terminated,E01008884,Birmingham 078B E01008884,3204,1
B11 2BA,Live,E01008884,Birmingham 078B E01008884,3204,1
B11 2BB,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BD,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BE,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2BF,Live,E01008884,Birmingham 078B E01008884,3204,1
B11 2BG,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2BH,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2BJ,Terminated,E01008884,Birmingham 078B E01008884,3204,1
B11 2BL,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2BN,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BP,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BQ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BS,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BT,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2BU,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2BW,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2BX,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2BY,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2BZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2DA,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DB,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DD,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DE,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DF,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DG,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DH,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DJ,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DL,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DN,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DP,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DQ,Terminated,E01009340,Birmingham 140B E01009340,3411,2
B11 2DR,Terminated,E01009340,Birmingham 140B E01009340,3411,2
B11 2DS,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DT,Live,E01008890,Birmingham 089A E01008890,7389,3
B11 2DU,Terminated,E01008889,Birmingham 078D E01008889,3516,2
B11 2DW,Terminated,E01009340,Birmingham 140B E01009340,3411,2
B11 2DX,Live,E01008887,Birmingham 078C E01008887,2764,1
B11 2DY,Live,E01008889,Birmingham 078D E01008889,3516,2
B11 2DZ,Terminated,E01009371,Birmingham 077D E01009371,824,1
B11 2EA,Live,E01008889,Birmingham 078D E01008889,3516,2
