FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
9602,E01009899,Dudley 008E,Dudley 008E,390019,291972,-2.14853,52.52554,bab49441-cff5-4902-8641-7f5a5d0596ef,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.147066889597598 52.52652684549111, -2.146426340174437 52.525880741692056, -2.145841870310427 52.52598982876416, -2.145237993858974 52.52556614167249, -2.14631154458915 52.52469261740208, -2.145385855251825 52.52410787048549, -2.144332524488497 52.52428626291177, -2.144100076605561 52.52408380647143, -2.144637883827825 52.5238602897448, -2.143971576036219 52.523496590145996, -2.143436301911628 52.52390887965522, -2.142728400737382 52.52383711656101, -2.142554686799532 52.52336814349401, -2.143224533071866 52.52303980437319, -2.142867082203345 52.522632266523665, -2.142235931318835 52.52275668412646, -2.141960119387064 52.52254297533412, -2.140599791959116 52.523346492078296, -2.140307909793814 52.523139046563, -2.140978488168986 52.52244434040987, -2.141969558434327 52.52210235100003, -2.14130580069211 52.52175112920838, -2.141456590862856 52.521519117183985, -2.140454958688214 52.52168232823901, -2.139781652691254 52.52047313094743, -2.140354258763991 52.520202251526115, -2.142771233534104 52.52002599408026, -2.145042538176663 52.5188578121767, -2.144522156242393 52.51960639652016, -2.14448924867945 52.520759072790156, -2.144859729323467 52.52179775292429, -2.146048811597341 52.5226447828434, -2.145621246570182 52.52291909799713, -2.1457514128547 52.52347359630268, -2.146071477559542 52.52332289891553, -2.14713684072112 52.52390376285272, -2.147573421048306 52.52414164845486, -2.148103952395976 52.52371030557419, -2.149852778375783 52.52478772438441, -2.152215467638096 52.52568144657098, -2.151994758687892 52.526184023127264, -2.148608687414478 52.527370240623114, -2.145984673652864 52.52864132924408, -2.145979825001788 52.52942709660685, -2.140357396485417 52.53220645348921, -2.138393546824212 52.530626649068715, -2.14313463658265 52.52949191554937, -2.143319973986327 52.528213715028755, -2.144545036052828 52.52799012740863, -2.145691123352321 52.52696844337117, -2.146748529089225 52.52686943714257, -2.147066889597598 52.52652684549111))"
9603,E01009900,Dudley 008F,Dudley 008F,390626,291876,-2.13958,52.52469,6d27a164-0e72-465c-84fe-7b7ea8f92fce,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.134420687460373 52.528014000720056, -2.137060784785158 52.525519202708445, -2.137709260267791 52.52483372421961, -2.138258020882565 52.52400736127756, -2.137929768002725 52.523611371397955, -2.138415494854554 52.5194220667457, -2.139917387687238 52.5189085201894, -2.142598142946407 52.51863153624982, -2.143774257572727 52.51844139470454, -2.145294204967014 52.517715747028234, -2.145042538176663 52.5188578121767, -2.142771233534104 52.52002599408026, -2.140354258763991 52.520202251526115, -2.139781652691254 52.52047313094743, -2.140454958688214 52.52168232823901, -2.141456590862856 52.521519117183985, -2.14130580069211 52.52175112920838, -2.141969558434327 52.52210235100003, -2.140978488168986 52.52244434040987, -2.140307909793814 52.523139046563, -2.140599791959116 52.523346492078296, -2.141960119387064 52.52254297533412, -2.142235931318835 52.52275668412646, -2.142867082203345 52.522632266523665, -2.143224533071866 52.52303980437319, -2.142554686799532 52.52336814349401, -2.142728400737382 52.52383711656101, -2.143436301911628 52.52390887965522, -2.143971576036219 52.523496590145996, -2.144637883827825 52.5238602897448, -2.144100076605561 52.52408380647143, -2.144332524488497 52.52428626291177, -2.145385855251825 52.52410787048549, -2.14631154458915 52.52469261740208, -2.145237993858974 52.52556614167249, -2.145841870310427 52.52598982876416, -2.146426340174437 52.525880741692056, -2.147066889597598 52.52652684549111, -2.146748529089225 52.52686943714257, -2.145691123352321 52.52696844337117, -2.144545036052828 52.52799012740863, -2.143319973986327 52.528213715028755, -2.14313463658265 52.52949191554937, -2.138393546824212 52.530626649068715, -2.135365846381466 52.529714357020595, -2.13329965021135 52.52958222667965, -2.1321373209842 52.52945146022569, -2.133446849169953 52.52829548147739, -2.134420687460373 52.528014000720056))"
9604,E01009901,Dudley 003D,Dudley 003D,391338,295010,-2.12917,52.55287,27431021-3ef5-4cae-9b03-b01d7982ec5f,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.124446496250634 52.55425996317212, -2.124248251080672 52.551121558209665, -2.123917980021991 52.54954137157001, -2.126680232138078 52.54940195086405, -2.126688434771652 52.54913216363311, -2.128415972970436 52.548921423753846, -2.128562389787379 52.54781075171614, -2.130262667046078 52.547532972591334, -2.130668788408843 52.54781452708079, -2.130724995238844 52.54837158449851, -2.131316830634516 52.548626285170535, -2.129755147368572 52.548856298974755, -2.128531903803837 52.54989483184669, -2.130327472878103 52.551043584486564, -2.130819695947503 52.55101816561, -2.131640730025477 52.55191524134526, -2.134119054846414 52.5510746897591, -2.13510426296321 52.55133995481837, -2.133980077631371 52.55287963256385, -2.13349292884203 52.554051426755734, -2.131698434789058 52.55416045559222, -2.128387712642608 52.55382167586055, -2.128136680854315 52.55557253276018, -2.127215920707429 52.55614767330783, -2.127332709297943 52.55732264627416, -2.128396055002714 52.557685863006895, -2.128013227556053 52.55801497406594, -2.127217356026991 52.55820012543158, -2.125535191000098 52.55776709482919, -2.121533178115305 52.55680007026104, -2.123519420659707 52.55553855984889, -2.124446496250634 52.55425996317212))"
9605,E01009902,Dudley 003E,Dudley 003E,391021,294395,-2.13383,52.54734,c3564ca3-3f6a-4bc5-ab32-a27dbbd69a47,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.131640730025477 52.55191524134526, -2.130819695947503 52.55101816561, -2.130327472878103 52.551043584486564, -2.128531903803837 52.54989483184669, -2.129755147368572 52.548856298974755, -2.131316830634516 52.548626285170535, -2.130724995238844 52.54837158449851, -2.130668788408843 52.54781452708079, -2.131815503945102 52.547826000973394, -2.131672229406228 52.54754254860524, -2.132923201991529 52.547321723386275, -2.133418592571792 52.54661058839731, -2.132023678814773 52.54555320333857, -2.132924403437226 52.54474691735032, -2.132005773477607 52.544973134374544, -2.131046478254644 52.54375600355683, -2.130285444431401 52.543674012584496, -2.13093157604456 52.54323474563802, -2.133713244252499 52.54348816519995, -2.134201110486913 52.543479107671004, -2.134994315265022 52.54558790979856, -2.135829518139152 52.544878011923345, -2.135757307161168 52.54428148247752, -2.136892054896005 52.54429547403546, -2.13696737939659 52.54496340568556, -2.136060811657934 52.54549378079236, -2.136833039183895 52.546807382385786, -2.13915670008835 52.54804991385523, -2.138178152611797 52.548921293184435, -2.138047274421949 52.54943353548184, -2.137478505869661 52.54952517593131, -2.136377257653481 52.55065894030432, -2.13510426296321 52.55133995481837, -2.134119054846414 52.5510746897591, -2.131640730025477 52.55191524134526))"
9606,E01009903,Dudley 029A,Dudley 029A,388540,284739,-2.17008,52.46048,3846642c-0180-4c07-acf7-2c0e4f03ade9,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.17125627018802 52.463362010264426, -2.17073977134871 52.46290746875846, -2.170199014353796 52.46310878001735, -2.169317308173938 52.4626923811072, -2.168093548873982 52.46279965361482, -2.168017130412107 52.462668238731816, -2.166550768978644 52.46219614282409, -2.166975771225299 52.4614698658188, -2.165257631917338 52.46072490799199, -2.166434068180178 52.45934743571168, -2.167285032572953 52.459324109089394, -2.16758693296811 52.45903158701962, -2.167763485647212 52.457970003863494, -2.167254640893147 52.45777666738423, -2.167402658904893 52.45750710103639, -2.168581483773933 52.45767274441114, -2.171945276024512 52.458145237349534, -2.174928727699648 52.458564127277285, -2.173949107097703 52.46090157687856, -2.173951133473893 52.46171697562087, -2.173997507655482 52.462484293365534, -2.174255109245939 52.463805872503, -2.172305507997159 52.46422284940604, -2.171950371454864 52.464939473723135, -2.171310062938421 52.46500039432994, -2.170601823547903 52.464122234164755, -2.171156227265209 52.4639074612923, -2.17125627018802 52.463362010264426))"
9607,E01009904,Dudley 029B,Dudley 029B,388841,285039,-2.16566,52.46319,ca1b54b2-67d2-4de7-9715-521695fe7314,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.165383981643781 52.46595958605534, -2.164998930132917 52.465372359084164, -2.163274055408911 52.46562221457667, -2.162952180993189 52.464963629922316, -2.162426982189071 52.46496979230974, -2.162218148533848 52.46460624542205, -2.161630571452525 52.46465361015245, -2.161283653173467 52.463230483281755, -2.160023528523576 52.46270399935681, -2.160120216593376 52.46240923925, -2.157779669667831 52.46146176938869, -2.159855250240368 52.46023642861672, -2.161266001478883 52.460337893827486, -2.162034236312489 52.46110053533292, -2.162795453653884 52.46128313614912, -2.163455954030059 52.46105477696535, -2.163819980578122 52.461354754222306, -2.165257631917338 52.46072490799199, -2.166975771225299 52.4614698658188, -2.166550768978644 52.46219614282409, -2.168017130412107 52.462668238731816, -2.168093548873982 52.46279965361482, -2.169317308173938 52.4626923811072, -2.170199014353796 52.46310878001735, -2.169737235992996 52.46404471845871, -2.169808176757541 52.46546834343787, -2.166476670365467 52.46576850156657, -2.165638522038453 52.466127225288616, -2.165383981643781 52.46595958605534))"
9608,E01009905,Dudley 035B,Dudley 035B,389041,284536,-2.1627,52.45867,496f4e4a-0f39-4b26-8b55-56264fbdd81b,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.154238667611018 52.46066679610776, -2.154031016475168 52.460098530784435, -2.155888269838016 52.46036797819556, -2.158041827206949 52.45840927879846, -2.157543786966361 52.45817315665288, -2.158576474375705 52.45757400237893, -2.157961552956901 52.457302555316645, -2.157128293086185 52.4565157202534, -2.156790449285936 52.456271056871536, -2.157305878900393 52.45581608856645, -2.15751252621492 52.45583055312682, -2.158490718872687 52.45599808920357, -2.159052228320466 52.45580690802054, -2.15981579978307 52.456011892075985, -2.15970478136302 52.45642812658196, -2.161425095283974 52.456492142829376, -2.161641604231387 52.45676986252459, -2.161807559218489 52.45674942573758, -2.163723488627201 52.456569034836875, -2.167092409022213 52.45691625712471, -2.167257387251094 52.45694142934841, -2.167630768426966 52.45699844499123, -2.167402658904893 52.45750710103639, -2.167254640893147 52.45777666738423, -2.167763485647212 52.457970003863494, -2.16758693296811 52.45903158701962, -2.167285032572953 52.459324109089394, -2.166434068180178 52.45934743571168, -2.165257631917338 52.46072490799199, -2.163819980578122 52.461354754222306, -2.163455954030059 52.46105477696535, -2.162795453653884 52.46128313614912, -2.162034236312489 52.46110053533292, -2.161266001478883 52.460337893827486, -2.159855250240368 52.46023642861672, -2.157779669667831 52.46146176938869, -2.157711725508616 52.461521715529145, -2.154238667611018 52.46066679610776))"
9609,E01009906,Dudley 035C,Dudley 035C,389544,284443,-2.1553,52.45784,8a5c7a29-201e-4899-a551-9d9ceceeafd9,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.152926745110984 52.46104704404591, -2.151531853285046 52.46049451907521, -2.150258970092037 52.460753798862164, -2.148811997296489 52.460600373979084, -2.148742630749933 52.460207328866744, -2.147174385963768 52.45953141219563, -2.14574663818825 52.45813151658917, -2.145484966051966 52.45783071927201, -2.147432856594738 52.457619852088044, -2.147237909703586 52.45744062796804, -2.147610782940178 52.45629375751472, -2.147829351244604 52.45462777135902, -2.149185373583917 52.45467267006772, -2.149660577298815 52.45531560916937, -2.149879477603251 52.454757924308346, -2.150688684592204 52.45472950546471, -2.152125471365332 52.45477826433273, -2.152200582109206 52.45575029261987, -2.151348960410418 52.45630572875928, -2.151577108666266 52.456717295075734, -2.151805750450587 52.45715127236348, -2.149533934793963 52.457024984786976, -2.149534449632235 52.45717669938766, -2.149573030996746 52.45766505925797, -2.147638107834382 52.45779939562881, -2.148243819074707 52.45849086667087, -2.14914112231697 52.458363876784595, -2.151270305124201 52.4586858422333, -2.152199414796876 52.45857389159933, -2.152169711866397 52.45792919410112, -2.152749390336457 52.457751010063305, -2.152792629557524 52.45660124087878, -2.153193592000183 52.456305471741054, -2.154720401161221 52.45624752738112, -2.155241131317045 52.45623437483608, -2.156140799108444 52.45714642008381, -2.156715577600854 52.456477121710975, -2.157128293086185 52.4565157202534, -2.157961552956901 52.457302555316645, -2.158576474375705 52.45757400237893, -2.157543786966361 52.45817315665288, -2.158041827206949 52.45840927879846, -2.155888269838016 52.46036797819556, -2.154031016475168 52.460098530784435, -2.154238667611018 52.46066679610776, -2.152926745110984 52.46104704404591))"
9610,E01009907,Dudley 035D,Dudley 035D,389455,284177,-2.1566,52.45545,c9c9ce09-9899-45a3-a5cc-4fbb15d6b9ec,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.151270305124201 52.4586858422333, -2.14914112231697 52.458363876784595, -2.148243819074707 52.45849086667087, -2.147638107834382 52.45779939562881, -2.149573030996746 52.45766505925797, -2.149534449632235 52.45717669938766, -2.149533934793963 52.457024984786976, -2.151805750450587 52.45715127236348, -2.151577108666266 52.456717295075734, -2.151348960410418 52.45630572875928, -2.152200582109206 52.45575029261987, -2.152125471365332 52.45477826433273, -2.152454732027338 52.45478162448341, -2.1524696768549 52.45500523154797, -2.153661303289055 52.454744100539216, -2.154403784753389 52.45466891055672, -2.156243753154889 52.45372953399695, -2.15745251658352 52.45416217276447, -2.158087254001363 52.45377632771907, -2.15734962559603 52.45337894949299, -2.158667083081563 52.45309355014193, -2.158748424242493 52.45272469765827, -2.158289973037272 52.45220704805191, -2.162515119580199 52.45260619210215, -2.161673160107904 52.454765102351246, -2.161024241434738 52.4553852204958, -2.161118111959269 52.455650297595895, -2.161728701839482 52.455620587097336, -2.161886925054673 52.456248771582224, -2.161385567211849 52.456367514500535, -2.161425095283974 52.456492142829376, -2.15970478136302 52.45642812658196, -2.15981579978307 52.456011892075985, -2.159052228320466 52.45580690802054, -2.158490718872687 52.45599808920357, -2.15751252621492 52.45583055312682, -2.157305878900393 52.45581608856645, -2.156790449285936 52.456271056871536, -2.157128293086185 52.4565157202534, -2.156715577600854 52.456477121710975, -2.156140799108444 52.45714642008381, -2.155241131317045 52.45623437483608, -2.154720401161221 52.45624752738112, -2.153193592000183 52.456305471741054, -2.152792629557524 52.45660124087878, -2.152749390336457 52.457751010063305, -2.152169711866397 52.45792919410112, -2.152199414796876 52.45857389159933, -2.151270305124201 52.4586858422333))"
9611,E01009908,Dudley 035E,Dudley 035E,389678,283893,-2.15331,52.4529,093e8b56-6b74-45c9-b1fd-9256010f31f9,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.149660577298815 52.45531560916937, -2.149185373583917 52.45467267006772, -2.147829351244604 52.45462777135902, -2.147990351663761 52.45193174544299, -2.148576303453058 52.45144816429204, -2.148594302301263 52.45143767906947, -2.150302877110675 52.45073294994131, -2.15068885782223 52.450484977372, -2.15239135256901 52.45054741260288, -2.153539410294772 52.45102189249495, -2.157273746440454 52.452032480383465, -2.158289973037272 52.45220704805191, -2.158748424242493 52.45272469765827, -2.158667083081563 52.45309355014193, -2.15734962559603 52.45337894949299, -2.158087254001363 52.45377632771907, -2.15745251658352 52.45416217276447, -2.156243753154889 52.45372953399695, -2.154403784753389 52.45466891055672, -2.153661303289055 52.454744100539216, -2.1524696768549 52.45500523154797, -2.152454732027338 52.45478162448341, -2.152125471365332 52.45477826433273, -2.150688684592204 52.45472950546471, -2.149879477603251 52.454757924308346, -2.149660577298815 52.45531560916937))"
9612,E01009909,Dudley 029C,Dudley 029C,389268,285420,-2.15939,52.46662,899aa3d9-470e-4d80-b9bd-f96378460111,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.165163252960673 52.47174807846853, -2.163092742577224 52.47098398432692, -2.161924280737172 52.47117323084139, -2.160896614521347 52.47064631202609, -2.160789116013206 52.47053582770512, -2.159668936513741 52.46958057950636, -2.158959194689369 52.46948237734824, -2.159310643226159 52.468581206356376, -2.158673749236121 52.468260950467, -2.158943867701102 52.46777625181436, -2.158377059039145 52.467625028554025, -2.15817089381921 52.46711336109543, -2.156666283337746 52.46722641087261, -2.157447040656004 52.46650614670083, -2.156369393618664 52.46581088136467, -2.155925577245967 52.4655245796504, -2.155354813879406 52.4651298172848, -2.156237111824301 52.464034809813086, -2.155954525643839 52.46367715242732, -2.156446478263656 52.46315579693445, -2.157252481971851 52.46314670289573, -2.157030610299368 52.46283965724069, -2.157711725508616 52.461521715529145, -2.157779669667831 52.46146176938869, -2.160120216593376 52.46240923925, -2.160023528523576 52.46270399935681, -2.161283653173467 52.463230483281755, -2.161630571452525 52.46465361015245, -2.162218148533848 52.46460624542205, -2.162426982189071 52.46496979230974, -2.162952180993189 52.464963629922316, -2.163274055408911 52.46562221457667, -2.161969779627027 52.4658672165844, -2.161391998256381 52.46614825243453, -2.161574929777489 52.46656502988, -2.160340660497782 52.46700618747015, -2.160747758859511 52.467532869833576, -2.162631561176839 52.467621017886, -2.162810962352235 52.46801372300558, -2.162559826954731 52.46840986200529, -2.161802350933871 52.46840541822219, -2.161403863715479 52.468814445865824, -2.161691651274833 52.4692948230893, -2.162792847980496 52.46909687931003, -2.163411708451101 52.46955440600849, -2.164560258158701 52.46975201145117, -2.164941425160778 52.47040180614171, -2.166672164669499 52.46995488491324, -2.168270522115995 52.470245629244964, -2.167536989738466 52.47113182017247, -2.165790191008392 52.47123163377327, -2.165163252960673 52.47174807846853))"
9613,E01009910,Dudley 029D,Dudley 029D,388803,285426,-2.16623,52.46667,2fd7e863-978e-4248-a710-8f5eb49fc57e,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.164941425160778 52.47040180614171, -2.164560258158701 52.46975201145117, -2.163411708451101 52.46955440600849, -2.162792847980496 52.46909687931003, -2.161691651274833 52.4692948230893, -2.161403863715479 52.468814445865824, -2.161802350933871 52.46840541822219, -2.162559826954731 52.46840986200529, -2.162810962352235 52.46801372300558, -2.162631561176839 52.467621017886, -2.160747758859511 52.467532869833576, -2.160340660497782 52.46700618747015, -2.161574929777489 52.46656502988, -2.161391998256381 52.46614825243453, -2.161969779627027 52.4658672165844, -2.163274055408911 52.46562221457667, -2.164998930132917 52.465372359084164, -2.165383981643781 52.46595958605534, -2.165638522038453 52.466127225288616, -2.166476670365467 52.46576850156657, -2.169808176757541 52.46546834343787, -2.169737235992996 52.46404471845871, -2.170199014353796 52.46310878001735, -2.17073977134871 52.46290746875846, -2.17125627018802 52.463362010264426, -2.171156227265209 52.4639074612923, -2.170601823547903 52.464122234164755, -2.171310062938421 52.46500039432994, -2.171950371454864 52.464939473723135, -2.172305507997159 52.46422284940604, -2.174255109245939 52.463805872503, -2.172636181367895 52.46512290843243, -2.171558926108519 52.465883065958714, -2.171078731721756 52.466888345154786, -2.169698810792473 52.46871247476282, -2.168270522115995 52.470245629244964, -2.166672164669499 52.46995488491324, -2.164941425160778 52.47040180614171))"
9614,E01009911,Dudley 021A,Dudley 021A,389898,287277,-2.15017,52.48333,cb142295-ee62-4228-8439-513b4de9249d,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.150957033523187 52.48856199087063, -2.150075856686738 52.4878721099717, -2.15097925444695 52.48799250287216, -2.151051382001401 52.48736472306734, -2.151666813023696 52.48721520463132, -2.151133029934358 52.4865852074866, -2.150147777759494 52.48687355825919, -2.150431539341832 52.48716612590254, -2.150006831392692 52.487314353015854, -2.149708819402627 52.48695337088721, -2.148862554686731 52.487272576999864, -2.148593518056122 52.486365955144045, -2.149135148081484 52.48637436134926, -2.149710993044286 52.48581721749338, -2.149117948500813 52.485500793020414, -2.149715935824449 52.48461114546147, -2.148276803080376 52.4848233888562, -2.148132906593979 52.4845399182474, -2.146974487339106 52.48459333639783, -2.144297649380803 52.48218686938609, -2.147056836616224 52.48084969263672, -2.150744264620028 52.47957820036772, -2.152957585174372 52.48152321953682, -2.151161809066799 52.48262806945427, -2.15230169819399 52.48323625037868, -2.152552745189382 52.48309095428937, -2.15279130025963 52.483555660664514, -2.154157389638346 52.483734750173575, -2.154048715118266 52.484218313577735, -2.152879413254257 52.48458092349523, -2.152514278960472 52.48514702574136, -2.153320026837289 52.48525540838221, -2.15538272956131 52.48646127970689, -2.156077912274859 52.487767051442646, -2.154994878601904 52.48779778024613, -2.154254342006345 52.48748364721284, -2.153410577674935 52.48769402321453, -2.15394250985099 52.48850800977768, -2.152317682801539 52.48897973330178, -2.152271032685128 52.489364419554576, -2.151841208235314 52.48941702468017, -2.151061788779538 52.48914839739867, -2.150957033523187 52.48856199087063))"
9615,E01009912,Dudley 021B,Dudley 021B,389377,287585,-2.15785,52.48609,8db54bc1-60a7-4947-ab1e-9d0c4c6accf1,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.159268178854013 52.48940483517062, -2.157338530878469 52.48891185890524, -2.155865663705484 52.488927458244724, -2.154687871372695 52.489048878487914, -2.152989599276307 52.4893121764241, -2.152271032685128 52.489364419554576, -2.152317682801539 52.48897973330178, -2.15394250985099 52.48850800977768, -2.153410577674935 52.48769402321453, -2.154254342006345 52.48748364721284, -2.154994878601904 52.48779778024613, -2.156077912274859 52.487767051442646, -2.15538272956131 52.48646127970689, -2.155921061525618 52.48618809194528, -2.156321566271683 52.48646920896332, -2.157229682116439 52.48614089513463, -2.156969392449993 52.48594545801575, -2.154486232688777 52.48364641760402, -2.155764321399762 52.48350928196488, -2.157145732088374 52.48273432451767, -2.158530499642132 52.48345316344046, -2.158968713736709 52.483319936619814, -2.159637497845165 52.48283498816235, -2.159050941648005 52.482733590498896, -2.158861297995619 52.48210100623913, -2.159469800308187 52.48204797259852, -2.158756445839127 52.48140357094549, -2.159260987752129 52.48131107725067, -2.159396927365813 52.48157616976417, -2.159915754865811 52.481528846554085, -2.160197340715001 52.48243729641402, -2.161490418734065 52.4828772305699, -2.161005289488502 52.48325658596677, -2.161138712709953 52.4838274194274, -2.161846368927554 52.48377081311761, -2.161854550025683 52.484081566883454, -2.162693513232151 52.48686939629003, -2.16347346868292 52.48847973312598, -2.161191610267593 52.48918980270898, -2.161135740040443 52.489203157090714, -2.159268178854013 52.48940483517062))"
9616,E01009913,Dudley 021C,Dudley 021C,390310,287604,-2.14411,52.48628,427e6e06-f21c-4a0c-b7ca-15ce05654e62,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.142632588566948 52.49014243161629, -2.140854653298756 52.489879415782, -2.13999497178244 52.49011230310593, -2.136436088438395 52.487222921050275, -2.139799729044746 52.4848213301299, -2.141723434626038 52.4834435736317, -2.143931078039109 52.48242215247198, -2.144297649380803 52.48218686938609, -2.146974487339106 52.48459333639783, -2.148132906593979 52.4845399182474, -2.148276803080376 52.4848233888562, -2.149715935824449 52.48461114546147, -2.149117948500813 52.485500793020414, -2.149710993044286 52.48581721749338, -2.149135148081484 52.48637436134926, -2.148593518056122 52.486365955144045, -2.148862554686731 52.487272576999864, -2.149708819402627 52.48695337088721, -2.150006831392692 52.487314353015854, -2.150431539341832 52.48716612590254, -2.150147777759494 52.48687355825919, -2.151133029934358 52.4865852074866, -2.151666813023696 52.48721520463132, -2.151051382001401 52.48736472306734, -2.15097925444695 52.48799250287216, -2.150075856686738 52.4878721099717, -2.150957033523187 52.48856199087063, -2.151061788779538 52.48914839739867, -2.151841208235314 52.48941702468017, -2.148880048276765 52.48997587321937, -2.146443132423748 52.490233969971506, -2.14513617929259 52.490291175211745, -2.142632588566948 52.49014243161629))"
9617,E01009914,Dudley 021D,Dudley 021D,388349,287204,-2.17298,52.48264,ac35a9e0-5ec2-401e-9de9-99bf4103b054,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.176383875498983 52.4848917364622, -2.176222596729263 52.484468001551065, -2.175701735326819 52.484508117388444, -2.172390396737467 52.48451716876693, -2.171987269469692 52.484541658832406, -2.171586889780892 52.48440069408212, -2.171665843998335 52.48376880081206, -2.171070998800164 52.48290867693452, -2.169819834527738 52.48300332144593, -2.170019462891811 52.482236756747604, -2.168629677578866 52.48232293077965, -2.167476731252926 52.481764873711825, -2.168741272298022 52.480626221075525, -2.171152379811311 52.481350436319254, -2.171437501283219 52.47976814824, -2.171986467425938 52.479755582431956, -2.172078745549748 52.47943217776046, -2.172544764299855 52.47946765567949, -2.172389969497334 52.480798684629896, -2.174275765368249 52.480646135912, -2.174188699964955 52.48167346691231, -2.174567566467735 52.48170333872582, -2.175834479184242 52.48127575802042, -2.175690375224384 52.48050565806528, -2.176205619138311 52.480206819313025, -2.176159380802626 52.479572574038244, -2.174861787313572 52.479617294047515, -2.174870751696837 52.479364500818406, -2.174758759015259 52.47861057885272, -2.175609355815879 52.47824601479538, -2.174882589825343 52.47740299745774, -2.176060745523134 52.477009203760105, -2.178010485039091 52.479748969426964, -2.178397036867152 52.4815268987125, -2.178488343727269 52.48267842937187, -2.177682793389198 52.48496562943419, -2.176383875498983 52.4848917364622))"
9618,E01009915,Dudley 021E,Dudley 021E,389579,286942,-2.15486,52.48031,8c754f2d-30be-4227-a2e4-956ab8ee8fe6,E08000027,E08000027,E47000007,E12000005,"POLYGON ((-2.156321566271683 52.48646920896332, -2.155921061525618 52.48618809194528, -2.15538272956131 52.48646127970689, -2.153320026837289 52.48525540838221, -2.152514278960472 52.48514702574136, -2.152879413254257 52.48458092349523, -2.154048715118266 52.484218313577735, -2.154157389638346 52.483734750173575, -2.15279130025963 52.483555660664514, -2.152552745189382 52.48309095428937, -2.15230169819399 52.48323625037868, -2.151161809066799 52.48262806945427, -2.152957585174372 52.48152321953682, -2.150744264620028 52.47957820036772, -2.147056836616224 52.48084969263672, -2.150504859849449 52.47872736256265, -2.152547883243421 52.4776673953042, -2.155492782006609 52.47682411657246, -2.155563982103925 52.47680311214417, -2.157669846213326 52.47622668407476, -2.159284044850039 52.475428747433114, -2.16084016792125 52.47598629151995, -2.161563368325496 52.47661319119867, -2.160721393154251 52.47744097672254, -2.159360327571177 52.47773096289186, -2.159940646424527 52.478612063085144, -2.159804527798013 52.47953347633812, -2.159161264843124 52.47974455726102, -2.161626894764339 52.48080442563644, -2.161811097450693 52.48206276853807, -2.162366346718379 52.48199263109174, -2.162685778275454 52.482273478579195, -2.162261078092895 52.48319102994993, -2.1618314240149 52.48319828090783, -2.161846368927554 52.48377081311761, -2.161138712709953 52.4838274194274, -2.161005289488502 52.48325658596677, -2.161490418734065 52.4828772305699, -2.160197340715001 52.48243729641402, -2.159915754865811 52.481528846554085, -2.159396927365813 52.48157616976417, -2.159260987752129 52.48131107725067, -2.158756445839127 52.48140357094549, -2.159469800308187 52.48204797259852, -2.158861297995619 52.48210100623913, -2.159050941648005 52.482733590498896, -2.159637497845165 52.48283498816235, -2.158968713736709 52.483319936619814, -2.158530499642132 52.48345316344046, -2.157145732088374 52.48273432451767, -2.155764321399762 52.48350928196488, -2.154486232688777 52.48364641760402, -2.156969392449993 52.48594545801575, -2.157229682116439 52.48614089513463, -2.156321566271683 52.48646920896332))"
