FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
10067,E01010373,Walsall 030E,Walsall 030E,402133,297248,-1.96995,52.57306,96e1bf29-051d-4b52-b61e-2d78ee644df0,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.971415813790634 52.578305652756235, -1.967329325174981 52.5758807158871, -1.966081325710378 52.57514060514277, -1.963206774454657 52.573286150732706, -1.965378904235711 52.570617207972774, -1.967992169295656 52.56920512048627, -1.971403126761901 52.568270275570946, -1.972490778264204 52.56914219748304, -1.974535179892704 52.570827378521614, -1.974549177053939 52.57083843717915, -1.976627307776552 52.57220531689091, -1.976711447189502 52.57244623160391, -1.975330350662485 52.572569843684846, -1.974918970990633 52.57308037075255, -1.975316286973539 52.57337043782804, -1.975003633218777 52.57382078244812, -1.975677269342157 52.57457013052121, -1.976148257756908 52.57468124946513, -1.975702610426639 52.575018947589854, -1.976292489259809 52.575716877530546, -1.975513087260055 52.57577894365452, -1.974694469765502 52.57512652206066, -1.975517010779073 52.57646477264736, -1.974852028180627 52.57664807186638, -1.973307961929612 52.575903614750665, -1.972702748826852 52.57669877074727, -1.972914031862315 52.577158422818485, -1.973318872079069 52.57719600132343, -1.973638655725625 52.57812811761537, -1.973886802649524 52.57891608370959, -1.973233324815528 52.57893851267693, -1.973378673355726 52.57932447750768, -1.973089647608233 52.579280704391586, -1.971415813790634 52.578305652756235))"
10068,E01010374,Walsall 018D,Walsall 018D,400857,300005,-1.98877,52.59785,805d456c-1d08-4abf-8546-49faa0d27fd9,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.98228715040252 52.59862787229933, -1.980022265270477 52.596641297450475, -1.979301070028155 52.594990363777555, -1.979441815998563 52.59352237434652, -1.98077348477572 52.594121260699154, -1.981896672102364 52.593331745590845, -1.981765719196731 52.59361718741022, -1.983369274891406 52.594602664153214, -1.982958521443596 52.59538095100782, -1.984535678937266 52.59612314896026, -1.984229196558089 52.59638128223449, -1.985699555961572 52.596564371664286, -1.986437759870734 52.59592274835669, -1.986920638483939 52.595929791140705, -1.987382868993581 52.597125988874645, -1.990818383842782 52.59764275112664, -1.996014925630494 52.597542495681935, -1.99677889980385 52.59894839249114, -1.990474836942696 52.60009346358963, -1.988986775439473 52.60061196694107, -1.988944590376946 52.600623640821084, -1.988013213686289 52.60234518356902, -1.986910696401105 52.601675298999126, -1.984909485288781 52.60036108245556, -1.98228715040252 52.59862787229933))"
10069,E01010375,Walsall 018E,Walsall 018E,400919,299603,-1.98786,52.59423,003e3919-80d6-4bf3-8f92-3cc8e1234e60,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.986920638483939 52.595929791140705, -1.986437759870734 52.59592274835669, -1.985699555961572 52.596564371664286, -1.984229196558089 52.59638128223449, -1.984535678937266 52.59612314896026, -1.982958521443596 52.59538095100782, -1.983369274891406 52.594602664153214, -1.981765719196731 52.59361718741022, -1.981896672102364 52.593331745590845, -1.98077348477572 52.594121260699154, -1.979441815998563 52.59352237434652, -1.979800811385081 52.592589412485786, -1.980303327862487 52.591533016275, -1.98075204844635 52.59159696148562, -1.981460868524404 52.59094980825275, -1.983261509340495 52.59157036775802, -1.983733699421112 52.592055880991076, -1.985520045660025 52.590796812238366, -1.9856529850626 52.591202094962895, -1.985920997829975 52.5924978424893, -1.986799750152942 52.59275389890404, -1.988103689737081 52.59255149427172, -1.989359213816543 52.59273558329017, -1.989894219118078 52.59295905568428, -1.991446137604377 52.592899873352934, -1.994376423281951 52.59542800971115, -1.996014925630494 52.597542495681935, -1.990818383842782 52.59764275112664, -1.987382868993581 52.597125988874645, -1.986920638483939 52.595929791140705))"
10070,E01010376,Walsall 020A,Walsall 020A,397318,299495,-2.04101,52.59326,adc0345d-1090-4fff-b191-f2b56a1792c5,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.032438650128656 52.59572401900107, -2.03178536552844 52.594431412941944, -2.032419171908907 52.594227980746574, -2.032131869222706 52.59385090228341, -2.035407502657193 52.592974733596314, -2.03592155180031 52.592842158123275, -2.038570097070977 52.59211247063026, -2.039444235355568 52.591887788520836, -2.040314655958178 52.59166878996158, -2.039823668536784 52.59043378717176, -2.04217410436301 52.59113520569478, -2.04388382821188 52.59051208281121, -2.046138840918142 52.589703290381756, -2.047656584602802 52.591209473684266, -2.046781481630227 52.591520853207264, -2.046510470476102 52.59220869727204, -2.048008493918487 52.59293318722496, -2.046854506502225 52.593997968761116, -2.045340988362228 52.59553333291127, -2.042730430039132 52.59653547422104, -2.041840531373682 52.59632868733253, -2.041424619620892 52.59514273166507, -2.04134721600684 52.59463785672246, -2.040636918580331 52.59452709828358, -2.040449104423813 52.59492662399739, -2.038561099018539 52.5951161152578, -2.038196297490332 52.59460867113935, -2.037727191998111 52.59404787801903, -2.036331346340442 52.594406632306836, -2.0358342803778 52.5935977042797, -2.035400039295917 52.59370961660531, -2.036035183855896 52.59487253354187, -2.037278127984303 52.594658436493255, -2.037374242087457 52.59506656909502, -2.035521613461949 52.59545838761304, -2.034929378787165 52.59531541177423, -2.034300280127773 52.595859640622315, -2.032916888369727 52.59679256233164, -2.032495260184626 52.596092683266185, -2.033011579585059 52.59583762061903, -2.032438650128656 52.59572401900107))"
10071,E01010377,Walsall 020B,Walsall 020B,396513,299904,-2.0529,52.59693,25d4bdda-ff51-4ff5-b231-5a9bf5d50ad7,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.051746016983025 52.60008020487801, -2.047790989706223 52.59952408682546, -2.047289326438889 52.59970826504535, -2.046935375751525 52.59917840537837, -2.046223572966074 52.59899049489068, -2.045649701078101 52.59919137503022, -2.045534182955485 52.59812538500581, -2.044335508457197 52.59801903934546, -2.044498834632176 52.59739232724063, -2.045069343607539 52.597126336432275, -2.042730430039132 52.59653547422104, -2.045340988362228 52.59553333291127, -2.046854506502225 52.593997968761116, -2.048008493918487 52.59293318722496, -2.051947749468205 52.59393921545652, -2.057837663859376 52.594335079728275, -2.059547257478917 52.59444686178192, -2.061709613784466 52.59461356242323, -2.061283913898609 52.59632460295877, -2.061742950130807 52.597292446049494, -2.062760233808815 52.597300898922114, -2.062917200199041 52.59766145828924, -2.059270042461096 52.5980257075521, -2.057875845564599 52.59798662031392, -2.056769043648625 52.59847358631544, -2.054555492298432 52.60090868518774, -2.051746016983025 52.60008020487801))"
10072,E01010378,Walsall 019A,Walsall 019A,398462,299915,-2.02413,52.59704,50116afb-1fee-4c78-aead-8d8544f9ecc5,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.015827053224403 52.59751037452549, -2.015499439085447 52.596199331192224, -2.020429431555087 52.59588410997296, -2.026078494067009 52.595347269295274, -2.029439852877552 52.594564030347684, -2.029770443216276 52.59447695285041, -2.030946642205816 52.594167067590206, -2.032131869222706 52.59385090228341, -2.032419171908907 52.594227980746574, -2.03178536552844 52.594431412941944, -2.032438650128656 52.59572401900107, -2.033011579585059 52.59583762061903, -2.032495260184626 52.596092683266185, -2.032916888369727 52.59679256233164, -2.032158929637471 52.59731235630142, -2.031664989024859 52.597492884770354, -2.030751724745719 52.59712116094524, -2.029878784807726 52.59712287861026, -2.030362895724491 52.59869876137582, -2.029727866451037 52.59992226153978, -2.028971568097635 52.60019081786425, -2.027248751922921 52.60001510738185, -2.022398503570995 52.599992770216836, -2.017776728350744 52.59865409673524, -2.016098811845473 52.59849751914736, -2.015827053224403 52.59751037452549))"
10073,E01010379,Walsall 019B,Walsall 019B,398503,300680,-2.02353,52.60391,3b47b83f-c8f3-4179-9684-371faa9e823d,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.022685299386302 52.609314267781855, -2.018307944619781 52.60332808527485, -2.017651016434856 52.602097828502075, -2.016559989045626 52.59971674143326, -2.016098811845473 52.59849751914736, -2.017776728350744 52.59865409673524, -2.022398503570995 52.599992770216836, -2.027248751922921 52.60001510738185, -2.027723604830479 52.6005531240205, -2.025395383155854 52.60281051552981, -2.027029487183678 52.6033645404055, -2.028832034591741 52.604097218034596, -2.030106850280962 52.60508798397441, -2.032942045417718 52.605189265988216, -2.033935516574487 52.60418044827367, -2.032378768057237 52.60372352401823, -2.032492479896617 52.60340994296008, -2.031773617934499 52.60321937215753, -2.03195579535919 52.60283993646788, -2.032370819518504 52.60268416497802, -2.032834291674243 52.60298753103252, -2.033134067664682 52.60251635594495, -2.034449782004693 52.60209545415573, -2.034339559376411 52.60173709117111, -2.035006915189718 52.60167182277203, -2.035457047758491 52.60221891687273, -2.036594200448257 52.60228101144835, -2.038008508681635 52.60206843129168, -2.038452901531462 52.60249927449602, -2.03880977955354 52.60323448458303, -2.038332865195881 52.60364639036653, -2.037625755398321 52.60314614019728, -2.037141409464498 52.60323531083437, -2.036076386893796 52.60368728837605, -2.035953655668759 52.604349575254275, -2.036109940847402 52.604853889300486, -2.035634427078391 52.60535171685076, -2.037286132970426 52.60555822113463, -2.037012943040228 52.60571355169134, -2.031340470217352 52.60817649044132, -2.030743535572232 52.608393566657305, -2.030708368963221 52.60843098675093, -2.029625843558618 52.6091166352454, -2.027675865574814 52.60899072415688, -2.025253928505233 52.60890193936814, -2.022685299386302 52.609314267781855))"
10074,E01010380,Walsall 020C,Walsall 020C,396815,300584,-2.04845,52.60304,c3e13e6a-9be6-4052-b489-c8c9aa7fb926,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.042365564519361 52.602183837402436, -2.043376170024395 52.60066628340706, -2.043922290456005 52.6007644290747, -2.044191056908224 52.60043608488884, -2.045672589612611 52.601079771757696, -2.046763010240591 52.60053375449093, -2.047101364954058 52.60090066316255, -2.047919722509798 52.60042953862884, -2.047790989706223 52.59952408682546, -2.051746016983025 52.60008020487801, -2.054555492298432 52.60090868518774, -2.054278541382724 52.601339522083535, -2.053211298689591 52.60350806293909, -2.052404602651929 52.604887823499325, -2.051395351146786 52.60516214839599, -2.049648480040341 52.60622584911863, -2.048288272961317 52.60647902683972, -2.046869570402998 52.60616433773334, -2.046286304587619 52.605515381395165, -2.046203454181981 52.603843442935776, -2.044828357086607 52.60336226655667, -2.044021763024595 52.603139876270106, -2.043259557373209 52.602928144030464, -2.043059505228933 52.60287103343501, -2.042365564519361 52.602183837402436))"
10075,E01010381,Walsall 020D,Walsall 020D,397268,300351,-2.04176,52.60095,cad59026-cfe5-4a98-a0bc-c6b6148b32ec,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.039540589915502 52.60585403944944, -2.038210851598551 52.60502127127972, -2.037286132970426 52.60555822113463, -2.035634427078391 52.60535171685076, -2.036109940847402 52.604853889300486, -2.035953655668759 52.604349575254275, -2.036076386893796 52.60368728837605, -2.037141409464498 52.60323531083437, -2.037625755398321 52.60314614019728, -2.038332865195881 52.60364639036653, -2.03880977955354 52.60323448458303, -2.038452901531462 52.60249927449602, -2.038008508681635 52.60206843129168, -2.036594200448257 52.60228101144835, -2.036250654616707 52.60101190583214, -2.038122050284513 52.600209057751854, -2.038435069699869 52.5997734192855, -2.03735440403463 52.59956866569197, -2.038606987131153 52.59885915671923, -2.038866940428873 52.59850023519163, -2.038470140918532 52.59827388615152, -2.038985189161167 52.59791165330505, -2.039611587976132 52.59823032948775, -2.040313797910335 52.59817049777477, -2.04122191935888 52.598052992451464, -2.041516930858141 52.598585164498274, -2.041528099854224 52.59893441338988, -2.042208259712152 52.59893417146165, -2.042457110505129 52.599485209192174, -2.042974114932997 52.59911940740565, -2.045105700030425 52.5997075663197, -2.043645362452695 52.598892546191024, -2.043766374088292 52.598125889018924, -2.044335508457197 52.59801903934546, -2.045534182955485 52.59812538500581, -2.045649701078101 52.59919137503022, -2.046223572966074 52.59899049489068, -2.046935375751525 52.59917840537837, -2.047289326438889 52.59970826504535, -2.047790989706223 52.59952408682546, -2.047919722509798 52.60042953862884, -2.047101364954058 52.60090066316255, -2.046763010240591 52.60053375449093, -2.045672589612611 52.601079771757696, -2.044191056908224 52.60043608488884, -2.043922290456005 52.6007644290747, -2.043376170024395 52.60066628340706, -2.042365564519361 52.602183837402436, -2.043059505228933 52.60287103343501, -2.042052281472234 52.602583733854836, -2.041573484808338 52.60321228889199, -2.03980500453587 52.60552498778959, -2.039540589915502 52.60585403944944))"
10076,E01010382,Walsall 019C,Walsall 019C,397950,300375,-2.03169,52.60117,955c99b7-c117-4d80-b49e-0303703f3ebb,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.025395383155854 52.60281051552981, -2.027723604830479 52.6005531240205, -2.027248751922921 52.60001510738185, -2.028971568097635 52.60019081786425, -2.029727866451037 52.59992226153978, -2.030362895724491 52.59869876137582, -2.029878784807726 52.59712287861026, -2.030751724745719 52.59712116094524, -2.031664989024859 52.597492884770354, -2.032158929637471 52.59731235630142, -2.033366826206916 52.59796746424757, -2.035198973440037 52.599773874969856, -2.035907804153697 52.59995345613494, -2.036624654124886 52.5996893581918, -2.036838722980216 52.59946196148541, -2.038470140918532 52.59827388615152, -2.038866940428873 52.59850023519163, -2.038606987131153 52.59885915671923, -2.03735440403463 52.59956866569197, -2.038435069699869 52.5997734192855, -2.038122050284513 52.600209057751854, -2.036250654616707 52.60101190583214, -2.036594200448257 52.60228101144835, -2.035457047758491 52.60221891687273, -2.035006915189718 52.60167182277203, -2.034339559376411 52.60173709117111, -2.034449782004693 52.60209545415573, -2.033134067664682 52.60251635594495, -2.032834291674243 52.60298753103252, -2.032370819518504 52.60268416497802, -2.03195579535919 52.60283993646788, -2.031773617934499 52.60321937215753, -2.032492479896617 52.60340994296008, -2.032378768057237 52.60372352401823, -2.033935516574487 52.60418044827367, -2.032942045417718 52.605189265988216, -2.030106850280962 52.60508798397441, -2.028832034591741 52.604097218034596, -2.027029487183678 52.6033645404055, -2.025395383155854 52.60281051552981))"
10077,E01010383,Walsall 019D,Walsall 019D,397502,299888,-2.0383,52.59679,1b38a901-9958-4ac4-8a58-3c891948f236,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-2.033366826206916 52.59796746424757, -2.032158929637471 52.59731235630142, -2.032916888369727 52.59679256233164, -2.034300280127773 52.595859640622315, -2.034929378787165 52.59531541177423, -2.035521613461949 52.59545838761304, -2.037374242087457 52.59506656909502, -2.037278127984303 52.594658436493255, -2.036035183855896 52.59487253354187, -2.035400039295917 52.59370961660531, -2.0358342803778 52.5935977042797, -2.036331346340442 52.594406632306836, -2.037727191998111 52.59404787801903, -2.038196297490332 52.59460867113935, -2.038561099018539 52.5951161152578, -2.040449104423813 52.59492662399739, -2.040636918580331 52.59452709828358, -2.04134721600684 52.59463785672246, -2.041424619620892 52.59514273166507, -2.041840531373682 52.59632868733253, -2.042730430039132 52.59653547422104, -2.045069343607539 52.597126336432275, -2.044498834632176 52.59739232724063, -2.044335508457197 52.59801903934546, -2.043766374088292 52.598125889018924, -2.043645362452695 52.598892546191024, -2.045105700030425 52.5997075663197, -2.042974114932997 52.59911940740565, -2.042457110505129 52.599485209192174, -2.042208259712152 52.59893417146165, -2.041528099854224 52.59893441338988, -2.041516930858141 52.598585164498274, -2.04122191935888 52.598052992451464, -2.040313797910335 52.59817049777477, -2.039611587976132 52.59823032948775, -2.038985189161167 52.59791165330505, -2.038470140918532 52.59827388615152, -2.036838722980216 52.59946196148541, -2.036624654124886 52.5996893581918, -2.035907804153697 52.59995345613494, -2.035198973440037 52.599773874969856, -2.033366826206916 52.59796746424757))"
10078,E01010384,Walsall 032A,Walsall 032A,406745,297287,-1.9019,52.57337,1898a9be-38f6-4a27-8f82-23047ed5b9be,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.896465263038278 52.581643368199366, -1.895533937050841 52.58013050277816, -1.896337044826464 52.58000610450769, -1.898369748878957 52.58050142923221, -1.898086860647084 52.57980461146353, -1.896890740794911 52.57773331530069, -1.896829467643429 52.57739102890453, -1.898198295391738 52.57689163967448, -1.89860431743419 52.57658564122473, -1.89735626870065 52.5755311513565, -1.895518661486986 52.57419407972711, -1.89556621919227 52.57350282702709, -1.907793398679641 52.56889823341825, -1.90686911520993 52.56928168333247, -1.909558634133256 52.57234588411776, -1.909963437415567 52.57408016579029, -1.901363450097819 52.57571395758343, -1.899095021790725 52.57682683343218, -1.901410732981762 52.57884528339756, -1.902608760934231 52.57986280367981, -1.903877842495248 52.5809083005105, -1.903722648602738 52.581441881620314, -1.899404014167286 52.581808205250525, -1.898888689168663 52.58194898841534, -1.894022409733658 52.58241232243885, -1.893840452401661 52.58190138609604, -1.896465263038278 52.581643368199366))"
10079,E01010385,Walsall 028A,Walsall 028A,408268,298443,-1.8794,52.58375,2b2a5901-9cff-47ef-9d2d-1471e90c8291,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.879554036502399 52.588871360856054, -1.874897367118774 52.58555901710035, -1.87324274431263 52.584892249799, -1.87257122580368 52.5849289642241, -1.876083188937564 52.5801454582174, -1.876448604305839 52.5789087063388, -1.877868515607862 52.579174485457216, -1.878346300825317 52.57873547324768, -1.879744787139441 52.57869437664602, -1.881405569811789 52.57814693199723, -1.882165447170176 52.57892038114608, -1.881604315564414 52.579223399684444, -1.882725455837894 52.58040527032688, -1.881830106681964 52.58067405861173, -1.880997228952929 52.5804358415902, -1.879987460308036 52.581123713930154, -1.88065610684802 52.58146410398648, -1.882059733526263 52.58210874566977, -1.882826345050455 52.5815570902632, -1.884829242563039 52.58169236035029, -1.885345647021301 52.58313736924195, -1.886139699434765 52.58343114721887, -1.886018614986076 52.58367781911929, -1.885640356580553 52.58370798469227, -1.886245528032952 52.58525643936498, -1.883682906724788 52.58542372840626, -1.883423989870786 52.585872523968916, -1.883946154690873 52.58604012904372, -1.884152769978756 52.5868385801395, -1.881281306095833 52.58678459108863, -1.881583015624917 52.58735425239546, -1.880483440128293 52.587548327872405, -1.880742964679682 52.58805615289608, -1.879554036502399 52.588871360856054))"
10080,E01010386,Walsall 028B,Walsall 028B,407686,298072,-1.88799,52.58042,d371fd8e-5101-4422-b10d-1d44c80b38ab,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.885345647021301 52.58313736924195, -1.884829242563039 52.58169236035029, -1.882826345050455 52.5815570902632, -1.882059733526263 52.58210874566977, -1.88065610684802 52.58146410398648, -1.879987460308036 52.581123713930154, -1.880997228952929 52.5804358415902, -1.881830106681964 52.58067405861173, -1.882725455837894 52.58040527032688, -1.881604315564414 52.579223399684444, -1.882165447170176 52.57892038114608, -1.881405569811789 52.57814693199723, -1.879744787139441 52.57869437664602, -1.878346300825317 52.57873547324768, -1.877868515607862 52.579174485457216, -1.876448604305839 52.5789087063388, -1.876552254062353 52.57852508405923, -1.879421620658748 52.57821448722706, -1.883156010608809 52.577123658546064, -1.883410046976234 52.57736298346284, -1.884151135476847 52.57715274512916, -1.884535648010417 52.578031406575555, -1.885951159819461 52.57777572934886, -1.886843542065064 52.578014462826104, -1.887815633194819 52.577993747021914, -1.88916707730861 52.57821427802588, -1.891349734873444 52.5777312863856, -1.891866979046317 52.57849979424179, -1.893269074955288 52.57920201655619, -1.8937831721619 52.57879335134078, -1.894508622241556 52.57847826700223, -1.895533937050841 52.58013050277816, -1.894562820563903 52.580274578035024, -1.894199281672598 52.58004032182948, -1.891139408315861 52.58127176628372, -1.891121645002414 52.581520390075646, -1.891553072854343 52.58231591533282, -1.892519442793156 52.58203783596854, -1.893489833198698 52.58292408493797, -1.89143075925076 52.583164692838544, -1.88696474878435 52.58358512555881, -1.886018614986076 52.58367781911929, -1.886139699434765 52.58343114721887, -1.885345647021301 52.58313736924195))"
10081,E01010387,Walsall 028C,Walsall 028C,407770,297542,-1.88677,52.57565,76d10427-9a17-4d2b-b68b-9aabe6397a99,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.891866979046317 52.57849979424179, -1.891349734873444 52.5777312863856, -1.88916707730861 52.57821427802588, -1.887815633194819 52.577993747021914, -1.886843542065064 52.578014462826104, -1.885951159819461 52.57777572934886, -1.884535648010417 52.578031406575555, -1.884151135476847 52.57715274512916, -1.881968934911824 52.57311751141924, -1.882746371344721 52.572914024298946, -1.883823210623295 52.57290686653103, -1.885999898388385 52.574310991571004, -1.886961890431924 52.57453584075989, -1.887351587481451 52.57490151605698, -1.888264680861602 52.5755637383023, -1.889766402942286 52.57517687217155, -1.889270691975107 52.57467152021212, -1.890259797728472 52.5743417168187, -1.889750353240915 52.573759648469014, -1.890129455344187 52.57351542294406, -1.889382794744788 52.57286593422477, -1.888599385850918 52.57268371510265, -1.889637660312793 52.572082744535315, -1.89214954957871 52.57421277273804, -1.890811916819679 52.57485753126314, -1.891082887867392 52.57514034810931, -1.890284755845359 52.57547104968576, -1.890016909034266 52.57611325900416, -1.89096713539189 52.576341640812025, -1.891076638575336 52.57568060335565, -1.892602250122457 52.57509168606399, -1.894165659130769 52.577584931835155, -1.893131465267212 52.57758276479946, -1.893918568573113 52.578101068143205, -1.8937831721619 52.57879335134078, -1.893269074955288 52.57920201655619, -1.891866979046317 52.57849979424179))"
10082,E01010388,Walsall 022E,Walsall 022E,406834,299265,-1.90054,52.59115,19b0dfd0-2968-40dc-ac8b-79cf6e686aea,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.892370823230336 52.59900561008924, -1.890540354577323 52.5941514105864, -1.894848320937071 52.593549544939, -1.894104891246107 52.59044068215727, -1.892408857767438 52.59025883114892, -1.89097219475676 52.5896273270316, -1.888976202345184 52.58866314666574, -1.889001500670538 52.58783203664826, -1.888180466602191 52.587825018260155, -1.888001792947254 52.58732057611674, -1.88860699888075 52.587303165928056, -1.888811755091303 52.586833515043836, -1.888433333918522 52.58666743307653, -1.88897687946153 52.58616383962908, -1.889480582198196 52.58631680358408, -1.88999185528641 52.586004909865224, -1.888950438011115 52.5857392625945, -1.889451306055207 52.585226124748324, -1.889289861446477 52.584647579450746, -1.891077334262707 52.58400607543342, -1.890743077003478 52.583760895042374, -1.891625200102653 52.58357437404162, -1.89143075925076 52.583164692838544, -1.893489833198698 52.58292408493797, -1.892519442793156 52.58203783596854, -1.891553072854343 52.58231591533282, -1.891121645002414 52.581520390075646, -1.891139408315861 52.58127176628372, -1.894199281672598 52.58004032182948, -1.894562820563903 52.580274578035024, -1.895533937050841 52.58013050277816, -1.896465263038278 52.581643368199366, -1.893840452401661 52.58190138609604, -1.894022409733658 52.58241232243885, -1.898888689168663 52.58194898841534, -1.899404014167286 52.581808205250525, -1.903722648602738 52.581441881620314, -1.903877842495248 52.5809083005105, -1.902608760934231 52.57986280367981, -1.901410732981762 52.57884528339756, -1.899095021790725 52.57682683343218, -1.901363450097819 52.57571395758343, -1.909963437415567 52.57408016579029, -1.910682067294979 52.57702845058857, -1.913136595064803 52.57687579896876, -1.913084473904073 52.58085820142382, -1.911195969227349 52.58130438008051, -1.911356585626722 52.5821531915865, -1.910479741453692 52.58220113287852, -1.910077075210309 52.58152126239876, -1.905905459698627 52.5818270463468, -1.907665686801055 52.58408716091572, -1.907817459840959 52.584302683441, -1.905973723857096 52.58441728748072, -1.907410051031297 52.58701000239966, -1.908322827867185 52.58836564530885, -1.906160329057889 52.58840610066706, -1.906438047068657 52.59099819400525, -1.906885560900317 52.59096511263914, -1.907602404150275 52.593376059696915, -1.904747052125022 52.593511168154485, -1.904873941873625 52.594819274791526, -1.905386773578754 52.59475631540526, -1.905445027261451 52.595013874194684, -1.905076962771967 52.597330364668224, -1.9069629694879 52.59751391792071, -1.906607336586892 52.59981987237806, -1.908122716345418 52.60069753488222, -1.899614513696279 52.600563083983495, -1.895592770477198 52.59989606285654, -1.892370823230336 52.59900561008924))"
10083,E01010389,Walsall 032B,Walsall 032B,407702,296527,-1.88779,52.56653,33e7f0c1-060f-4dcd-b147-c7df33b8a80e,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.876552254062353 52.57852508405923, -1.876976368296183 52.57686357756956, -1.878530964776745 52.5700208871528, -1.878595530249515 52.56957077870704, -1.879557112883095 52.569004158838894, -1.879801240475692 52.56888706213729, -1.882924129558537 52.567388127486566, -1.885840373176034 52.56552873400638, -1.889248370450426 52.56346852660398, -1.891653819312646 52.56246174556314, -1.893248764133242 52.56137015598929, -1.894932842860971 52.56204668381596, -1.894281575591568 52.56239757222007, -1.895200631011194 52.5628955610115, -1.895452058965434 52.562741103610534, -1.895936809990131 52.56301308548488, -1.896338517176189 52.562794093963625, -1.897418460146901 52.563361643354924, -1.899020973769472 52.56420379139406, -1.895267155308461 52.56813894760345, -1.894450990151034 52.56999774320085, -1.893176161573083 52.57114383020927, -1.89125917578421 52.56955028854333, -1.889422906527656 52.56802977000201, -1.889042066491609 52.568231451989064, -1.889307791079587 52.56870850252586, -1.888663709909174 52.568432757502435, -1.888261362851447 52.568644665194796, -1.887200127271055 52.56876434084614, -1.886205461557402 52.5692672486855, -1.884795684163756 52.56828143523281, -1.883368424795609 52.56906114935321, -1.882716212913704 52.56973195673411, -1.881950428764637 52.56993569805946, -1.881927825122415 52.57125717074578, -1.88339444755819 52.57143182763946, -1.884453056926565 52.57090177116162, -1.885362605000077 52.57178459969791, -1.885784301881434 52.571595276036774, -1.886031243486252 52.571799519439594, -1.885683978702533 52.57220592098817, -1.883435399711762 52.5726446757485, -1.882661301283762 52.57249532921425, -1.882746371344721 52.572914024298946, -1.881968934911824 52.57311751141924, -1.884151135476847 52.57715274512916, -1.883410046976234 52.57736298346284, -1.883156010608809 52.577123658546064, -1.879421620658748 52.57821448722706, -1.876552254062353 52.57852508405923))"
10084,E01010390,Walsall 032C,Walsall 032C,406962,296737,-1.89871,52.56843,755766ff-ea49-4611-80b7-03c53463af9c,E08000030,E08000030,E47000007,E12000005,"POLYGON ((-1.898369748878957 52.58050142923221, -1.896337044826464 52.58000610450769, -1.895533937050841 52.58013050277816, -1.894508622241556 52.57847826700223, -1.8937831721619 52.57879335134078, -1.893918568573113 52.578101068143205, -1.893131465267212 52.57758276479946, -1.894165659130769 52.577584931835155, -1.892602250122457 52.57509168606399, -1.891076638575336 52.57568060335565, -1.89096713539189 52.576341640812025, -1.890016909034266 52.57611325900416, -1.890284755845359 52.57547104968576, -1.891082887867392 52.57514034810931, -1.890811916819679 52.57485753126314, -1.89214954957871 52.57421277273804, -1.889637660312793 52.572082744535315, -1.891951280094845 52.57179883483416, -1.893176161573083 52.57114383020927, -1.894450990151034 52.56999774320085, -1.895267155308461 52.56813894760345, -1.899020973769472 52.56420379139406, -1.901555835180145 52.56553575010746, -1.907793398679641 52.56889823341825, -1.89556621919227 52.57350282702709, -1.895518661486986 52.57419407972711, -1.89735626870065 52.5755311513565, -1.89860431743419 52.57658564122473, -1.898198295391738 52.57689163967448, -1.896829467643429 52.57739102890453, -1.896890740794911 52.57773331530069, -1.898086860647084 52.57980461146353, -1.898369748878957 52.58050142923221))"
